,nombreParada,codParada,lat,lon
498,Ctra. de Coín - Heliomar,1025,36.66142,-4.502779
499,Calle Torremolinos - Heliomar,1026,36.662823,-4.5054708
500,Calle Torremolinos - Av. San Javier,1027,36.665844,-4.5038633
512,Teresa Blasco - Mercado,1067,36.667442,-4.5035996
513,Calle Torremolinos - Av. San Javier,1068,36.66538,-4.504221
514,Calle Torremolinos - Finca La Hacienda,1069,36.663902,-4.505015
515,Ctra. de Coín - Cmno. del Pilar,1070,36.661556,-4.5050044
537,Louis Pasteur,2056,36.71639,-4.4750605
538,Facultad de Ciencias,850,36.716194,-4.473592
539,Facultad de Filosofía y Letras,832,36.716652,-4.470169
540,Louis Pasteur - Manuel Domínguez,472,36.71777,-4.4645534
543,Plaza de Manuel Azaña,2055,36.714672,-4.449508
544,Av. de Andalucía - Centro de Salud,1460,36.71626,-4.441017
545,Av. de Andalucía - Puente de las Américas,1461,36.716652,-4.438692
546,Av. de Andalucía - Jardines Picasso,1462,36.716938,-4.432869
547,Av. de Andalucía - Rotonda,1463,36.716763,-4.4305334
571,Dr. Gutiérrez Mata - Playa Virginia,1119,36.718616,-4.3521776
592,Alameda Principal - Norte,1177,36.717644,-4.422872
593,Av. de Andalucía - Rotonda,2009,36.717056,-4.4307127
594,Av. de Andalucía - Jardines Picasso,1403,36.717247,-4.433363
595,Av. de Andalucía - Puente de las Américas,1404,36.71714,-4.438052
596,Av. de Andalucía - Centro de Salud,1405,36.716503,-4.441182
597,Plaza de Manuel Azaña,2003,36.71506,-4.4492455
600,Louis Pasteur - Manuel Domínguez,421,36.71791,-4.464869
601,Facultad de Derecho,833,36.717545,-4.4698987
603,Paseo de la Farola,1421,36.71476,-4.4142814
604,Paseo Mtmo. Ciudad de Melilla - Paseo de la Farola,1301,36.71534,-4.4131126
605,Pso. Mtmo. Cdad. de Melilla - Pza.  Malagueta,1802,36.71758,-4.4103518
611,Av. de la Aurora - Centro Comercial,1810,36.71628,-4.4314833
612,Av. de la Aurora - Jardines Picasso,1811,36.71633,-4.434013
613,Av. de la Aurora - Puente de las Américas,1416,36.715775,-4.438405
614,Av. de la Aurora - Horacio Lengo,1417,36.715054,-4.440805
615,Virgen de la Estrella - El Fuerte,1812,36.71556,-4.442904
616,Virgen de la Estrella - Centro de Salud,1406,36.71664,-4.4432173
617,Av. Herrera Oria - Virgen de las Flores,1852,36.718708,-4.4437428
618,Av. Herrera Oria - Polideportivo,3111,36.719093,-4.44831
619,Cómpeta,1410,36.719246,-4.450264
620,Cómpeta - Plaza de J. Bergamín,1412,36.7195,-4.453209
621,Av. Jorge Luis Borges - Orson Welles,1814,36.720154,-4.4626107
622,Av Jorge Luis Borges - Carril Las Morillas,1422,36.72033,-4.4665504
623,Av. Jorge Luis Borges - José Ribera,4407,36.720592,-4.471151
625,Av. Plutarco - Parménides,564,36.72136,-4.479225
626,Av. Plutarco - Eolo,4445,36.720898,-4.4754567
627,Av. Jorge Luis Borges - José Ribera,4455,36.720356,-4.471178
628,Av. Jorge Luis Borges - Giordano Bruno,1472,36.720043,-4.4666734
629,Av. Jorge Luis Borges - Gregorio Prieto,4452,36.719845,-4.463143
630,Plaza de Sandro Botticelli,1419,36.719482,-4.460218
631,Cómpeta - Plaza de J. Bergamín,1466,36.71926,-4.453588
632,Cómpeta - C. P. Antonio Machado,1454,36.71909,-4.4512672
633,Av. Herrera Oria - Polideportivo,1455,36.718773,-4.4472814
634,Virgen de la Esperanza - Mercado,1457,36.71719,-4.4460435
635,Virgen de la Esperanza - Av. Andalucía,1853,36.715218,-4.4454904
636,Virgen de la Fuensanta - Mercado,1809,36.71448,-4.4439425
637,Av. de la Aurora - Horacio Lengo,1468,36.7149,-4.440724
638,Av. de la Aurora - Puente de las Américas,1858,36.715652,-4.437974
639,Av. de la Aurora - Jardines de Picasso,1859,36.71612,-4.434444
640,Av. de la Aurora - Centro Comercial,1860,36.716,-4.430889
642,Alameda Principal - Sur,1471,36.717663,-4.422189
645,Paseo de la Farola - Comandancia de Marina,1359,36.717815,-4.4124494
646,Jane Bowles - Bruckner,1761,36.74802,-4.426446
647,Jane Bowles - Borodin,1762,36.74593,-4.4265394
648,Jane Bowles - Von Karajan,1763,36.74373,-4.426661
649,Plaza Herbert Von Karajan,1527,36.74254,-4.426661
650,Cmno. de la Virreina,1502,36.7401,-4.426207
651,Av. de la Palmilla - Centro de Salud,1503,36.738304,-4.426816
652,Av. de la Palmilla - Instituto Guadalmedina,1504,36.73675,-4.4273667
653,Av. de la Palmilla - Campo de Futbol,1505,36.73358,-4.427633
654,Av. Dr. Marañón - Conde de Ferrería,1506,36.73067,-4.4284406
657,Blas de Lezo,4202,36.728146,-4.434747
658,Eugenio Gross - Martínez de la Rosa,1528,36.72613,-4.4352937
659,Eugenio Gross,1508,36.724033,-4.435844
665,Av. Sta. Rosa de Lima,1512,36.721195,-4.4492893
666,Av. Sta. Rosa de Lima - Competa,1513,36.719604,-4.449444
667,Virgen de la Cabeza - J. Viciana,1514,36.71748,-4.4488616
668,Av. Juan XXIII - Barbarela,1515,36.71219,-4.4466577
669,Av. Juan XXIII - Cmno. de San Rafael,1516,36.710484,-4.445507
670,Av. Juan XXIII - Bodegueros,1517,36.708202,-4.4440274
671,Av. Europa,1518,36.703842,-4.441504
680,Cmno. de la Térmica - Las Pirámides,1551,36.688374,-4.4479
687,Orellana Toledano - San Patricio,1558,36.702274,-4.439133
688,Av. Juan XXIII - Princesa,1559,36.70464,-4.4412127
689,Av. Juan XXIII - La Unión,1560,36.708923,-4.4440894
690,Av. Juan XXIII - Barbarela,1561,36.71186,-4.446092
691,Virgen de la Cabeza,1409,36.717823,-4.448714
692,Av. Santa Rosa de Lima - Polideportivo,1563,36.720917,-4.449048
697,Eugenio Gross - Lanuza,1566,36.722622,-4.435696
698,Eugenio Gross - Trinidad,1567,36.726585,-4.4349847
702,Av. Dr. Marañón - Conde de Ferrería,1569,36.730762,-4.4283175
703,Av. de la Palmilla - Campo de Fútbol,1570,36.73358,-4.4274125
704,Av. de la Palmilla - Instituto Guadalmedina,1571,36.73632,-4.4271755
705,Av. de la Palmilla - Centro de Salud,1572,36.73827,-4.426601
706,Cmno. de la Virreina - Puente,1573,36.740685,-4.426197
707,Plaza de la Virreina,1702,36.74226,-4.4265103
708,Jane Bowles - Von Karajan,1712,36.743977,-4.426441
709,Jane Bowles - Borodin,1713,36.74595,-4.4262857
710,Atarazanas,1714,36.71792,-4.42451
713,Av. de la Rosaleda - La Goleta,921,36.725845,-4.425477
715,Av. Luis Buñuel - La Roca,1708,36.733326,-4.429372
716,Av. Simón Bolívar - Centro Comercial,1709,36.73451,-4.4333687
717,Av. Valle Inclán - La Palma,1710,36.737373,-4.427716
718,Bidasoa,1711,36.73783,-4.4274545
719,Cabriel,1753,36.73888,-4.4300456
720,Cabriel - Rotonda,1754,36.740128,-4.4298925
721,Dr. Muguerza Bernal - Manuel Callejón,1755,36.740223,-4.428823
722,Dr. Muguerza Bernal,1756,36.740005,-4.4264793
726,Jane Bowles - Bruckner,1764,36.74823,-4.4262514
731,Dr. Muguerza Bernal - Manuel Callejón,1704,36.740334,-4.428858
732,Eume - Mercado,1706,36.74166,-4.4313893
733,Ebro,1707,36.740456,-4.432188
734,Deva - La Palma,1751,36.738525,-4.4322624
735,Duero,1752,36.737812,-4.430765
736,Av. Valle Inclán - La Palma,1758,36.737614,-4.427974
737,Av. Simón Bolivar - Centro Comercial,1759,36.7344,-4.4335866
738,Av. Luis Buñuel - La Roca,1760,36.73295,-4.4288654
742,Av. Dr. Gálvez Ginachero,959,36.726746,-4.427439
747,Las Virreinas,1864,36.751858,-4.428184
750,Emilio Thuiller - Jardín de Málaga,2655,36.74888,-4.4218583
751,Emilio Thuiller- Mercado,228,36.746677,-4.4218535
752,Emilio Thuiller,2667,36.74473,-4.4220824
753,Emilio Thuiller - La Fuente,2668,36.74273,-4.4224067
754,María Tubau,2669,36.740334,-4.4227724
755,Lorenza Correa,2670,36.73866,-4.422906
759,Cmno. de Suárez - Blas de Lezo,605,36.72707,-4.435464
760,Cmno. de Suárez - Calle Alonso Hernández,606,36.72758,-4.4385257
761,Cmno. de Suárez - Calle Venegas,607,36.728046,-4.4403105
768,Facultad de Medicina,818,36.716953,-4.4742336
773,Mesonero Romanos,4402,36.720528,-4.4601393
777,Martínez de la Rosa,659,36.726967,-4.4403005
778,Martínez de la Rosa - Berrocal,660,36.726116,-4.4365354
780,Blas de Lezo,1863,36.728275,-4.4345675
789,Paseo del Parque,2169,36.719124,-4.4169
804,Palacio de Ferias,2204,36.707355,-4.4619055
805,P.I. Huerta Correo,1907,36.706646,-4.4660854
806,Polígono Alameda,1908,36.70681,-4.4703712
807,P.I.El Viso,1909,36.707745,-4.4758663
808,Sánchez Blanca,1910,36.70851,-4.4815354
809,San José del Viso,1911,36.708496,-4.489249
810,Intelhorce,1912,36.708218,-4.4921107
811,Azucarera - Intelhorce,1918,36.70433,-4.4929943
812,Tarajal,1913,36.706284,-4.5052075
813,P.I. La Huertecilla,1914,36.706505,-4.510738
814,Mercamálaga,1915,36.706287,-4.5143228
815,P.I. Trévenez,1916,36.706635,-4.519756
816,Cortijo Jurado,1917,36.714314,-4.529472
817,Pilar del Prado,2508,36.72072,-4.5349145
818,José Calderón - Centro de Salud,2509,36.722973,-4.5375466
819,José Calderón - Instituto,2510,36.724358,-4.539387
820,José Calderón,2511,36.725357,-4.5407987
821,José Calderón - Junta de Distrito,2512,36.728237,-4.5451555
822,José Calderón - Instalaciones Deportivas,2513,36.72925,-4.54711
823,Av. Juan López Peñalver,2519,36.73181,-4.5503306
824,Av. Juan López Peñalver - Marie Curie,2520,36.737213,-4.5533133
825,Severo Ochoa - Rotonda ,2522,36.738472,-4.5546765
826,Severo Ochoa,2523,36.738495,-4.55747
827,Severo Ochoa ,2524,36.73593,-4.5569415
828,Escuela Agrícola,2515,36.733154,-4.560468
829,Maqueda,2516,36.733112,-4.5661244
830,Miranda,2517,36.732864,-4.5684757
831,Santa Rosalía - Loma del Campo,1972,36.7341,-4.576132
832,Sta. Rosalía - Ronda Norte,2552,36.732952,-4.5721297
833,Sta. Rosalía - Miranda,2571,36.73252,-4.5688047
834,Sta. Rosalía - Maqueda,2553,36.732742,-4.567123
835,Escuela Agrícola,2554,36.73304,-4.560522
836,Severo Ochoa ,2572,36.7362,-4.556687
837,Severo Ochoa ,2573,36.738636,-4.5574703
838,Severo Ochoa - Rotonda,2574,36.738384,-4.5545893
839,Av. Juan López Peñalver - Marie Curie,2569,36.73645,-4.5530977
840,Av. Juan Lopez Peñalver,2575,36.731796,-4.5505533
841,José Calderón - Instalaciones Deportivas,2556,36.729065,-4.5469832
842,José Calderón - Junta de Distrito,2557,36.72766,-4.544454
843,José Calderón,2558,36.726402,-4.5424867
844,José Calderón - Instituto,2559,36.724308,-4.5395117
845,José Calderón - Centro de Salud,2560,36.72298,-4.5377207
846,Pilar del Prado,2561,36.720734,-4.53513
847,Cortijo Jurado,1960,36.71137,-4.5265894
848,P.I. Trévenez,1961,36.706573,-4.519827
849,Mercamálaga,1962,36.70614,-4.5143147
850,P.I. La Huertecilla,1963,36.70635,-4.5110235
851,El Tarajal,1964,36.70616,-4.505146
852,Azucarera - Intelhorce,1971,36.704334,-4.4929953
853,Intelhorce,1965,36.707897,-4.492249
854,San José del Viso,1966,36.708027,-4.4875317
855,Sánchez Blanca,1967,36.707863,-4.4799986
856,P.I. El Viso,1968,36.70735,-4.475584
857,Polígono Alameda,1969,36.70646,-4.47072
858,P.I. Pérez Texeira,1970,36.70632,-4.4661813
874,Alegría de la Huerta,2651,36.75131,-4.419941
875,Quintanar de la Orden,2652,36.751377,-4.421899
876,Pedro Romero,2654,36.750523,-4.4224987
884,Fray Domingo Pimentel,2671,36.732964,-4.4246154
888,Santo Domingo - Perchel,262,36.720303,-4.425751
891,Av. M. Agustín Heredia,2401,36.715412,-4.4220376
895,Av. Explanada de la Estación - Estación FFCC,403,36.71253,-4.430785
899,Cmno. de San Rafael,2402,36.711605,-4.441765
900,Cmno. de San Rafael - Sta. Julia,2403,36.71013,-4.4439282
901,Cmno. de San Rafael - La Asunción,2404,36.70917,-4.446095
902,Cmno. de San Rafael - Sta. Isabel,2405,36.707794,-4.4481483
903,Cmno. San Rafael - EMT,2414,36.704857,-4.453513
904,Cmno. San Rafael - El Copo,2415,36.70403,-4.455409
905,Cmno. San Rafael - Recinto Ferial,2413,36.701797,-4.461123
906,Paquiro - Polígono La Estrella,2408,36.700363,-4.464389
907,Paquiro - Calle La Orotava,2409,36.699234,-4.468217
908,Cmno. de los Prados - Polígono San Luis,2410,36.699078,-4.472049
909,Bda. los Prados - Colegio,2411,36.698994,-4.4748445
910,Bda. Los Prados - Calle Eslora,2451,36.699223,-4.4769464
911,Los Prados - Cofa,2418,36.69914,-4.477764
912,Cmno. de los Prados - Estación,2461,36.698856,-4.476588
913,Bda. de los Prados - Colegio,2452,36.698837,-4.4748206
914,Cmno. de los Prados - San Luis,2453,36.698914,-4.4721446
915,Paquiro - Polígono La Estrella,2454,36.699863,-4.4649796
916,Cmno. San Rafel - Recinto Ferial,2463,36.701267,-4.461011
917,Cmno. San Rafael - El Copo,2464,36.7036,-4.4558234
918,Cmno. San Rafael - EMT,2465,36.704876,-4.453011
919,Cmno. de San Rafael - Ceramistas,2457,36.707333,-4.448564
920,Cmno. de San Rafael - Colegio,2458,36.709248,-4.4456697
921,La Unión - La Concepción,2459,36.708878,-4.443508
922,La Unión - Los Planetas,2460,36.709953,-4.4413967
926,Av. Explanada de la Estación - Estación FFCC,501,36.712162,-4.431095
927,Ingeniero Garnica,2466,36.709976,-4.4284897
930,Nazareno del Paso,2061,36.717487,-4.427133
934,Rosario Pino - Cruz Roja,2603,36.730762,-4.4247694
935,Rosario Pino,2604,36.732643,-4.4239783
936,San Juan Bosco - Las Flores,2627,36.735447,-4.4227834
938,Lorenza Correa,2605,36.738888,-4.422761
939,María Tubau,2606,36.740612,-4.4226046
940,Emilio Thuillier - La Fuente,2607,36.743004,-4.422231
941,Emilio Thuillier,2608,36.744892,-4.421923
942,Jerez Perchet - Emilio Thuiller,2609,36.745888,-4.4213305
943,Jerez Perchet - Los Casinis,2610,36.7446,-4.4185815
944,Jerez Perchet - Cortijo Bazán,2612,36.745926,-4.417679
945,Málaga Oloroso,2613,36.745365,-4.415524
946,Lágrima,2614,36.74565,-4.4145913
947,Lágrima - Arroyo Quintana,2615,36.746284,-4.416338
948,Hacienda Los Montes,2626,36.748013,-4.4175797
949,Sancho de Miranda,2621,36.74826,-4.4191227
950,Pasaje A. Nicolás Maroto,2622,36.748886,-4.420137
951,Alcalde Nicolás Maroto,2657,36.749184,-4.418174
952,Jardín de Málaga,2617,36.749878,-4.416841
953,Marques de Mantua,2618,36.75028,-4.417927
954,Vial de Conexión,2619,36.751728,-4.4186606
955,Maríano Benlliure,2620,36.750458,-4.4196653
956,Paseo del Parque -  Ayuntamiento,1171,36.720146,-4.414094
957,Alameda Principal - Norte,2168,36.7173,-4.4241133
958,Hilera - Armengual de la Mota,2118,36.717957,-4.428088
972,Av. Lope de Vega - Hacienda Cabello,2116,36.727814,-4.4638143
973,Av. Lope de Vega - Depuradora,2102,36.729687,-4.466749
974,Av. Lope de Vega - El Atabal,2103,36.731136,-4.4689665
975,Av. Lope de Vega - Los Ramos,2104,36.73267,-4.4737105
976,Av. Lope de Vega - Rosa Garcia,2117,36.732983,-4.475309
977,Lope de Rueda - Tomillar,2105,36.734734,-4.4782476
978,Lope de Rueda - Patronato Vivienda,2106,36.736176,-4.479193
979,Lope de Rueda - Tomillares,2107,36.738014,-4.480443
980,Lope de Rueda - Correos,2108,36.739857,-4.4819255
981,Lope de Rueda - Los Morales,2109,36.740044,-4.484907
982,Lope de Rueda - Sta. Isabel,2110,36.74181,-4.488064
983,Lope de Rueda - Las Morillas,2111,36.743523,-4.4897065
984,Puerto de la Torre - Salinas,2112,36.74524,-4.491407
985,Puerto Sol,2113,36.74688,-4.492333
986,San Cayetano,2114,36.754673,-4.493976
987,El Cortijuelo,2115,36.75716,-4.495373
988,Junta de los Cmno.s,2151,36.75965,-4.4968634
989,El Cortijuelo,2152,36.756256,-4.495104
990,San Cayetano,2153,36.753845,-4.493522
991,Puerto Sol,2154,36.748886,-4.4932547
992,Puerto de la Torre - Salinas,2155,36.745083,-4.4915676
993,Lope de Rueda - Las Morillas,2156,36.74257,-4.4889884
994,Lope de Rueda - Sta. Isabel,2157,36.74112,-4.4876404
995,Lope de Rueda - Los Morales,2158,36.73993,-4.484508
996,Lope de Rueda - Correos,2159,36.738968,-4.481318
997,Lope de Rueda - Tomillares,2160,36.737392,-4.4801545
998,Lope de Rueda - Patronato Vivienda,2161,36.736042,-4.4792423
999,Lope de Rueda - El Tomillar,2162,36.73473,-4.4783854
1000,Av. Lope de Vega - Rosa Garcia,2167,36.73282,-4.4753423
1001,Av. Lope de Vega - Los Ramos,2163,36.732494,-4.473585
1002,Av. Lope de Vega - El Atabal,2164,36.730915,-4.4689345
1003,Av Lope de Vega - Universidad Laboral,2165,36.72945,-4.466772
1004,Av. Lope de Vega - Hacienda Cabello,2166,36.727676,-4.4640174
1018,Alameda Principal - Sur,2119,36.717155,-4.4240503
1019,Paseo del Parque,367,36.719364,-4.416063
1020,Av. de Velázquez - Av. Moliére,2201,36.691254,-4.456351
1025,Isla Cristina,2202,36.701283,-4.441879
1026,Isla Cristina - 25 años de Paz,2203,36.70251,-4.440466
1040,Louis Pasteur,2206,36.716217,-4.4749036
1042,Facultad de Filosofía y Letras,2253,36.71661,-4.47047
1077,Av. Octavio Paz - Plaza Manos Unidas,2324,36.728073,-4.462911
1078,Av. Octavio Paz,2322,36.730362,-4.462119
1079,Av. Julio Cortazar,2323,36.732224,-4.463478
1080,Tamayo y Baus - El Atabal,2302,36.72936,-4.4672847
1081,Tamayo y Baus,2303,36.72783,-4.467129
1085,Navarro Ledesma - Torre Atalaya,2313,36.72442,-4.476788
1086,Navarro Ledesma - Altamira,2305,36.72448,-4.480513
1087,Navarro Ledesma - El Cónsul,2306,36.723907,-4.4832664
1088,Navarro Ledesma - El Cónsul,2307,36.722836,-4.486149
1089,Navarro Ledesma - María Barrientos,2317,36.7219,-4.4888
1090,Senador Fernández Pelegrina,2318,36.72221,-4.49231
1091,Escritor Antonio Soler - Cristóbal Cuevas,2319,36.72333,-4.4934034
1092,Escritor Antonio Soler - Navarro Ledesma,2320,36.72144,-4.4953017
1093,Cmno. Colonia Sta. Inés - Viviendas Prefabricadas,2310,36.719704,-4.503189
1094,Cmno. Colonia Sta. Inés - Los Asperones,2311,36.7193,-4.5074964
1095,Parque Cementerio - Cmno. Santa Inés,2321,36.719933,-4.5147824
1096,Parque Cementerio,2351,36.721214,-4.516397
1097,Cmno. Colonia Sta. Inés - Los Asperones,2353,36.71908,-4.5076094
1098,Cmno. Colonia Sta. Inés - Viviendas Prefabricadas,2354,36.719654,-4.5030055
1099,Escritor Antonio Soler - Navarro Ledesma,2366,36.72124,-4.494972
1100,Catedrático Cristóbal Cuevas,2367,36.723255,-4.4924326
1101,Felix Gancedo,2368,36.721745,-4.4920726
1102,Navarro Ledesma - María Barrientos,2365,36.72174,-4.4887147
1103,Navarro Ledesma - El Cónsul,2357,36.722713,-4.4860535
1108,Frances Bosca,2363,36.726486,-4.4688854
1109,Tamayo y Baus,2361,36.72781,-4.466914
1110,Av. Lope de Vega - Julio Cortázar,2315,36.73037,-4.4677916
1111,Bruno Walter,2369,36.732536,-4.463853
1112,Av. Octavio Paz,2370,36.729984,-4.4624724
1113,Av. Octavio Paz - Plaza Manos Unidas,2371,36.7281,-4.463153
1127,Alameda Principal - Sur,889,36.71698,-4.424692
1129,Paseo del Parque - Plaza del General Torrijos,1601,36.720497,-4.4131446
1133,Av. de Andalucía - Rotonda,1402,36.717037,-4.4304585
1138,Andrés Llordén,2502,36.713757,-4.473734
1139,Duque de Ahumada,2503,36.714207,-4.482029
1140,Centro de Transporte de Mercancías,2504,36.712543,-4.512921
1141,Parque Cementerio,2505,36.719715,-4.5155616
1142,Los Asperones 2,2506,36.71895,-4.524786
1143,Vallejo,2507,36.719086,-4.531196
1158,Santa Rosalía - Loma del Campo,2551,36.733944,-4.5758533
1174,Vallejo.,2562,36.718918,-4.5311728
1175,Los Asperones 2,2563,36.71885,-4.524776
1176,Parque Cementerio,2564,36.719624,-4.5155683
1177,Centro de Transporte de Mercancías,2565,36.712543,-4.5128655
1178,Duque de Ahumada,2566,36.71388,-4.482022
1179,Andrés Llordén,2567,36.713375,-4.4738755
1199,Av. Virgen de Belén,2702,36.69393,-4.454822
1200,Av Isaac Peral - Leo Delibes,2711,36.69339,-4.4587827
1201,Horacio Quiroga - Parque Mª Luisa,2712,36.69575,-4.458884
1203,Herman Hesse,2704,36.69083,-4.466778
1204,Gerald Brenan - Hermanas Bronte,2705,36.68876,-4.4722414
1205,Gerald Brenan,2706,36.69133,-4.477985
1206,Cesar Vallejo - Pista de Tráfico,2707,36.69364,-4.482404
1207,Carlo Goldoni,2708,36.69741,-4.4882
1208,Sta. Teresa,2750,36.697437,-4.4950833
1209,Cesar Vallejo,2752,36.695698,-4.490433
1210,Cesar Vallejo - Pista de Tráfico,2753,36.693993,-4.4831743
1211,Salazar Chapela,2754,36.692947,-4.4772387
1212,Hermanas Bronte - Esteban Salazar Chapela,2761,36.69115,-4.470825
1213,Herman Hesse,2762,36.692867,-4.4653606
1215,Horacio Quiroga - Parque Mª Luisa,2758,36.69594,-4.45893
1216,Av. Isaac Peral,2759,36.69384,-4.457985
1217,Av. Virgen de Belén,2760,36.69395,-4.455308
1229,Rotonda de Santa Águeda,2801,36.704002,-4.5444903
1230,Portales de la Victoria,2802,36.706234,-4.5445437
1231,Castañetas,2803,36.70813,-4.548813
1232,Castañetas - Campo de Fútbol,2804,36.71072,-4.548739
1233,Las Manceras - Calle Niel,2805,36.71881,-4.548333
1234,Las Manceras,2806,36.721256,-4.5481553
1235,Bratislava,2828,36.72265,-4.5434914
1236,Praga,2829,36.723553,-4.545553
1237,Pasaje Viola,2816,36.723423,-4.548892
1238,Jacob - El Roquero,2807,36.725914,-4.549111
1239,Jacob,2827,36.72814,-4.5488987
1246,Pilar del Prado - Oliveros,2817,36.721043,-4.534117
1247,Huertecilla de Mañas,2809,36.72595,-4.5337424
1248,Huertecilla de Mañas - Calle Bauxita,2810,36.727654,-4.534277
1249,Colmenarejo,2811,36.732967,-4.5320344
1250,Colmenarejo - Calle Ágata,2818,36.734436,-4.5317626
1251,Cmno. del Rayo - La Caraña,2819,36.738228,-4.53354
1252,El Rayo,2820,36.73763,-4.5382805
1253,Fresneda - Somera,2812,36.74104,-4.5389824
1254,Somera,2821,36.744503,-4.5377946
1255,Fresneda - Los Florido,2822,36.752007,-4.5332246
1256,Fresneda - Betania,2813,36.754333,-4.5318313
1257,La Ventolera,2823,36.75572,-4.5308247
1258,La Perla,2824,36.760548,-4.526091
1259,Fresneda - La Perla,2825,36.76322,-4.5239105
1260,Casillas del Carpintero,2814,36.765675,-4.520745
1261,Carril de Olmedo - Los Curritos,2826,36.766537,-4.5187144
1262,Ventorrillo de las Cruces,2815,36.77213,-4.5129404
1263,Bda. Los Núñez,2851,36.78003,-4.5157633
1264,Ventorrillo de las Cruces,2852,36.77193,-4.5135593
1265,Carril de Olmedo - Los Curritos,2866,36.766453,-4.5189996
1266,Casillas del Carpintero,2853,36.76572,-4.5209064
1267,Fresneda - La Perla,2867,36.76326,-4.524003
