,nombreParada,codParada,lat,lon
1268,La Perla,2868,36.760643,-4.5261173
1269,La Ventolera,2869,36.75573,-4.5309687
1270,Fresneda - Betania,2854,36.75463,-4.5317416
1271,Fresneda - Los Florido,2870,36.75236,-4.5331078
1272,Somera,2871,36.744476,-4.53791
1273,Fresneda - Somera,2855,36.741043,-4.5390882
1274,El Rayo,2872,36.73748,-4.5379677
1275,Cmno. del Rayo - La Caraña,2873,36.73826,-4.5333185
1276,Colmenarejo - Calle Ágata,2874,36.7345,-4.5318694
1277,Colmenarejo,2856,36.732548,-4.5342474
1278,Huertecilla de Mañas - Calle Bauxita,2857,36.7277,-4.534495
1279,Huertecilla de Mañas,2858,36.725876,-4.533873
1280,Pilar del Prado - Oliveros,2859,36.72089,-4.533862
1287,Jacob,2860,36.728176,-4.549031
1288,Jacob - El Roquero,2877,36.726,-4.5491824
1289,Pasaje Viola,2876,36.722996,-4.5490522
1290,Praga,2879,36.72349,-4.545947
1291,Bratislava,2878,36.72269,-4.5436053
1292,Las Manceras,2861,36.721226,-4.5482855
1293,Las Manceras - Calle Niel,2862,36.718685,-4.548441
1294,Castañetas - Campo de Fútbol,2863,36.710793,-4.5488935
1295,Castañetas,2864,36.708202,-4.548884
1296,Portales de la Victoria,2865,36.706154,-4.544558
1297,Jarazmín,2901,36.727398,-4.335785
1298,Cmno. de Jarazmín,2902,36.72465,-4.3365984
1299,Cmno. de Jarazmín,2903,36.723995,-4.3366866
1300,Cmno. Viejo de Vélez,2904,36.72158,-4.3401165
1301,Cmno. Viejo de Vélez,2905,36.722027,-4.342048
1302,Cmno. Viejo de Vélez - Instituto,2906,36.72249,-4.345118
1303,Cmno. Viejo de Vélez - Ctra. Olias,2921,36.722126,-4.3473334
1304,Ctra. de Olías - Fuente,2907,36.723843,-4.3456826
1305,Ctra. de Olías - Podadera,2909,36.72726,-4.3430862
1306,Ctra. de Olías - Ventas,2910,36.730217,-4.3398814
1307,Ctra. de Olías - El Palo,2937,36.721973,-4.348291
1308,Algarrobo,2926,36.72149,-4.3508883
1309,Algarrobo - Potosí,2927,36.722595,-4.3506694
1310,Carmen Amaya,2928,36.72525,-4.3515096
1311,Idumea,2929,36.72211,-4.3529344
1314,Villafuerte - J. S. Elcano,2930,36.721684,-4.359967
1315,Villafuerte,2913,36.724323,-4.359008
1316,Reina Fabiola - Colegio,2914,36.727737,-4.3563704
1317,Reina Fabiola - Subestación,2915,36.727562,-4.3576236
1318,José María Alonso - Pablo Sarasate,2969,36.73011,-4.3581233
1319,José María Alonso - Residencia,2970,36.731308,-4.359443
1320,José María Alonso - Francisco Rabal,2971,36.732246,-4.3569646
1321,Leoni Banabú,2972,36.733437,-4.3560863
1322,Leoni Banabú - Camilo José Cela,2973,36.73414,-4.357436
1323,Magnolios - Adolfo Marsillach,2974,36.733337,-4.3600364
1324,Magnolios - Tulipanes,2975,36.733864,-4.3613443
1325,Av. San Antón - Cedros,2976,36.73505,-4.3614225
1326,Av. San Antón - Almendros,2977,36.73142,-4.361623
1327,Av. San Isidro,2917,36.727093,-4.3646016
1328,Manuel de Palacio - Arroyo Jaboneros,2925,36.725502,-4.366607
1329,Manuel de Palacio - Octavio Picón,3415,36.725494,-4.3681912
1330,Amador de los Ríos - San Federico,3408,36.726772,-4.3694887
1331,Amador de los Ríos - Eucaliptus,3409,36.72746,-4.3705482
1332,Fernández Shaw - Castañer Gallardo,2939,36.72815,-4.3720093
1333,Laurel,2931,36.728153,-4.3743477
1334,José Fernández Pertierra,2932,36.731125,-4.375384
1335,La Mosca - Centro de Conservación,2938,36.73351,-4.376136
1336,Pintor Sánchez Cotán,2933,36.73253,-4.376488
1337,Juan García León,2934,36.729805,-4.376958
1338,Laurel,2935,36.728073,-4.374449
1339,Arquitecto Alonso Carrbonell,2978,36.726887,-4.374203
1340,Arquitecto Francisco de Mora,2936,36.725864,-4.3748536
1341,Fernández Shaw - Juan Sebastián Elcano,2923,36.72258,-4.3738427
1342,Cesar Riario,2924,36.72194,-4.3769803
1343,Bolivia - Pedregalejo,1113,36.721497,-4.3752418
1344,Bolivia Las Acacias,1114,36.720768,-4.3708606
1345,Salvador Allende - Arroyo Jaboneros,1115,36.719807,-4.3653665
1346,Salvador Allende - Estación,1116,36.719543,-4.3618364
1347,Av. Salvador Allende - Santarén,1117,36.71904,-4.357558
1348,Av. Salvador Allende - Cementerio,1118,36.718506,-4.355106
1352,Ctra. de Olías - Candado,2960,36.721855,-4.348088
1353,Cmno. Viejo de Vélez - Instituto,2964,36.72249,-4.344899
1354,Cmno. Viejo de Vélez,2968,36.72192,-4.3418694
1355,Cmno. Viejo de Vélez,2965,36.721485,-4.340151
1356,Cmno. de Jarazmín,2966,36.723846,-4.336563
1357,Cmno. de Jarazmín,2967,36.724983,-4.336559
1367,Av. de las Postas - Ntra. Sra. de las Guías,114,36.737717,-4.421033
1368,Av. de las Postas - Sinaí,3007,36.738102,-4.419909
1369,Av. de las Postas - Colegio Salvador Rueda,3008,36.738533,-4.41927
1370,Av. de la Cibeles - Moisés,3009,36.738888,-4.4196954
1371,Av. de la Cibeles - Monte Tabor,3010,36.73915,-4.420876
1372,Av. Ntra. Sra. de las Guías - Donato Jiménez,3011,36.739326,-4.4214144
1373,Manuel Laguna,3003,36.739735,-4.418733
1374,Manuel Laguna - Solitario,3004,36.7405,-4.417639
1375,Morritos Altos,3051,36.74223,-4.4163723
1376,Francisco Lopez - Arroyo Aceiteros,3006,36.744095,-4.4146667
1377,Francisco López López,3052,36.74308,-4.4170203
1378,Las Yucas,3053,36.74215,-4.4187436
1379,Los Ficus,3054,36.743526,-4.4194875
1380,Aguacates,3055,36.7426,-4.4211082
1392,Hilera - Armengual de la Mota,3123,36.71798,-4.4285417
1393,Hilera - Telefónica,3103,36.71941,-4.432179
1394,Hilera - Santa Elena,3104,36.71927,-4.4351306
1395,Av. Herrera Oria - Puente,3105,36.718346,-4.439154
1400,Almogía,1413,36.718075,-4.4544735
1401,Almogía - Nicolás Isidro,3121,36.715065,-4.4538474
1402,Corregidor Francisco de Molina - Corazones,466,36.713055,-4.4504046
1412,Av. Moliere - Av. Velázquez,3118,36.690025,-4.4563622
1413,Av. Moliere - Cmno. del Pato,3120,36.68735,-4.4534526
1414,Villanueva de Algaidas - Instituto,3115,36.68645,-4.455468
1415,Montejaque,3116,36.6862,-4.458048
1416,Palacio de los Deportes,3117,36.68493,-4.4580483
1417,Villanueva del Rosario - Mainake,3151,36.686646,-4.457379
1418,Villanueva de Algaidas - Instituto,3152,36.68631,-4.4554663
1419,Av. Moliere - Cmno. del Pato,3164,36.687473,-4.4531946
1420,Av. Moliere - Av. Velázquez,3165,36.689785,-4.4556837
1431,Corregidor Antonio de Bobadilla - Instituto,411,36.71245,-4.449292
1432,Corregidor Francisco de Molina - Corazones,412,36.713047,-4.4512734
1433,Almogía - Nicolas Isidro,3169,36.715256,-4.453604
1434,Almogía - C. P.  R. León,1465,36.71798,-4.454212
1438,Av. Herrera Oria,3159,36.718338,-4.4413743
1439,Av. Herrera Oria - Puente,3160,36.718113,-4.4388356
1440,Av. de la Aurora - Ministerios,3161,36.715992,-4.4371786
1445,Av. Andalucía,3208,36.716606,-4.4282284
1447,Paseo del Parque - Plaza de la Marina,3324,36.718575,-4.418903
1454,Paseo Miramar,3207,36.723763,-4.396793
1455,Paseo Miramar - San Vicente Paúl,3202,36.725548,-4.3969603
1456,Paseo Miramar - Santa Paula,3203,36.72646,-4.3967752
1457,Paseo de Miramar - Goethe,3204,36.727993,-4.396474
1458,Av. Mayorazgo - Hacienda Miramar,3205,36.72997,-4.3961234
1459,Av. Mayorazgo,3206,36.73148,-4.397035
1460,El Mayorazgo - Av. de las Caballerizas,3251,36.73208,-4.3979445
1461,Av. de las Caballerizas,3252,36.729603,-4.3974147
1462,La Espuela,3253,36.729916,-4.399386
1463,La Espuela - Instituto,3254,36.732796,-4.4004254
1464,Era,3255,36.73356,-4.4018416
1465,Sierra de Grazalema - Pinos del Limonar,3256,36.73215,-4.4032917
1466,Sierra de Grazalema- Sierra del Co,3257,36.72923,-4.402785
1467,Sierra de Grazalema,3258,36.72681,-4.402488
1468,Carril de Castell,3259,36.725563,-4.400032
1469,Paseo del Limonar - Colegio,3261,36.724884,-4.3987317
1470,Paseo del Limonar,3262,36.722996,-4.398773
1476,Paseo del Parque - Plaza de la Marina,1173,36.718678,-4.4193316
1477,Alameda Principal - Norte,3264,36.71707,-4.42496
1478,Av. Andalucía,3328,36.716618,-4.428558
1490,Av. Juan Sebastián Elcano - Cerrado Calderón,3327,36.72202,-4.382579
1491,Paseo Cerrado Calderón - C. Comercial,3302,36.72601,-4.3814735
1492,Flamencos,3303,36.726543,-4.383464
1493,Flamencos - Colegio,3304,36.727028,-4.3841863
1494,Flamencos - Liceo Francés,3305,36.729267,-4.3834677
1495,Flamencos - Conejera,3306,36.730583,-4.385723
1496,Flamencos - Arce,3315,36.73246,-4.385215
1497,Matagallo - Meridiana,3316,36.734642,-4.3843307
1498,Matagallo,3313,36.736515,-4.385033
1499,Matagallo - Macizo Central,3318,36.73878,-4.383274
1500,La Cerrajera,3319,36.7397,-4.3816757
1501,La Cerrajera - Rotonda,3320,36.738075,-4.379393
1502,Olmos - Campanario,3321,36.734478,-4.3819084
1503,Olmos,3314,36.73308,-4.3821616
1504,Olmos - Interpares,3323,36.731606,-4.381576
1505,Olmos - Pimienta,3325,36.729553,-4.381507
1506,Olmos - Cueva Pileta,3326,36.727455,-4.3822536
1507,La Unidad - Cerrado Calderón,3351,36.72607,-4.380821
1508,Juan Valera - Pepita Jiménez,3352,36.724976,-4.3794255
1509,Juan Valera,3353,36.723995,-4.3779244
1510,Juan Valera,3354,36.724007,-4.3764215
1511,Juan Valera - Costa Rica,3355,36.72357,-4.3781295
1512,Juan Valera,3356,36.723186,-4.377266
1540,Bolivia - Callejón de la marina,1112,36.72144,-4.37866
1542,Ángel Guimerá,3402,36.721317,-4.371679
1543,Ricardo León,3403,36.72306,-4.37171
1544,Gabriel y Galán - Ricardo León,3404,36.72446,-4.3714943
1545,Gabriel y Galán - Amador de los Ríos,3405,36.724438,-4.3695326
1546,Gabriel y Galán - Octavio Picón,3406,36.724453,-4.3680363
1547,Molinillo Hundido,3414,36.72446,-4.366429
1548,Cmno. de San Antón,2953,36.72553,-4.365169
1549,Reina Fabiola,2916,36.72718,-4.3625073
1555,Eucaliptus - Bda. La Mosca,3410,36.72982,-4.3709054
1556,Eucaliptus - Viaducto,3411,36.731236,-4.370976
1557,Escritor Manuel Solano - Méndez Sotomayor,3412,36.73369,-4.3720427
1558,Escritor Manuel Solano - Escritor Fco. José Fernández,3413,36.735943,-4.3736877
1559,Escritor Manuel Solano - El Chorrillo,3451,36.737553,-4.3743577
1560,Escritor Manuel Solano - Escritor Fco. José Fernández,3452,36.736015,-4.373744
1561,Escritor Manuel Solano - Méndez Sotomayor,3453,36.733837,-4.3722563
1562,Eucaliptus - Viaducto,3454,36.731155,-4.371057
1563,Eucaliptus - Bda. La Mosca,3455,36.72982,-4.370983
1564,Amador de los Ríos - Eucaliptus,3457,36.72741,-4.3706703
1565,Amador de los Ríos - Manuel del Palacio,3458,36.725094,-4.3693695
1590,Paseo de Salvador Rueda - Limonar,3502,36.72384,-4.399436
1591,Paseo de Salvador Rueda - Pinillo,3503,36.725105,-4.401673
1592,Paseo de Salvador Rueda - Enlace,3504,36.725594,-4.403896
1593,Paseo de Salvador Rueda - Ventaja Alta,3505,36.727005,-4.4056263
1594,Paseo de Calvo Sotelo - Ventajilla,3506,36.7259,-4.4060626
1595,Cmno. de Gibralfaro,3507,36.724907,-4.405123
1596,Cmno. de Gibralfaro - Parador Nacional,3508,36.723297,-4.408823
1597,Cmno. de Gibralfaro - Castillo,3551,36.72332,-4.4101644
1598,Cmno. de Gibralfaro - Parador Nacional,3552,36.723442,-4.4086847
1599,Cmno. de Gibralfaro,3553,36.724422,-4.405815
1600,Paseo de Calvo Sotelo - Ventajilla,3554,36.72584,-4.40596
1601,Paseo de Salvador Rueda - Ventaja Alta,3555,36.726254,-4.4052043
1602,Paseo de Salvador Rueda - Enlace,3556,36.725517,-4.403902
1603,Paseo de Salvador Rueda - Pinillo,3557,36.725044,-4.4015093
1604,Paseo de Salvador Rueda - Limonar,3558,36.724037,-4.399669
1612,Av. Andalucía,3722,36.716637,-4.428811
1613,Alameda de Colón,3601,36.713367,-4.4242325
1615,Plaza de Arriola,502,36.718582,-4.424636
1619,Cruz del Molinillo,1352,36.726852,-4.4240108
1620,Capuchinos,1304,36.72761,-4.4220147
1626,Ferrándiz,509,36.727024,-4.4131603
1627,Barcenillas,3615,36.72695,-4.412393
1628,Pinos,3616,36.726097,-4.4127307
1629,Pinosol,3617,36.726013,-4.411083
1630,Pinosol,3618,36.726788,-4.410707
1631,Barcenillas,3619,36.726974,-4.4122853
1632,Plaza Francisco Silvela,3608,36.728558,-4.411619
1633,Conde Ureña,3609,36.729713,-4.410283
1634,Conde Ureña,3610,36.728436,-4.4106197
1635,Conde Ureña,3651,36.729324,-4.4094467
1636,Conde Ureña,3652,36.728413,-4.4102354
1637,Conde Ureña,3653,36.7298,-4.4105105
1638,Plaza Francisco Silvela,3654,36.7283,-4.411964
1639,San Patricio,3655,36.728687,-4.4139705
1655,Plaza Maestro Artola,3715,36.729424,-4.418165
1658,Plaza de  Olletas,3714,36.733868,-4.4157333
1659,Olletas - Cmno. del Colmenar,3721,36.73495,-4.4154935
1660,Cmno. de los Almendrales - Toquero,3703,36.734627,-4.412385
1661,Cmno. de los Almendrales - Seminario,3704,36.734562,-4.408491
1662,Cmno. de los Almendrales - Sierra Blanquilla,3705,36.735054,-4.4063325
1663,Cmno. de los Almendrales - Seminario,3716,36.734966,-4.4091706
1664,Cmno. de los Almendrales - Toquero,3707,36.73479,-4.412463
1665,Olletas - Cmno. del Colmenar,3709,36.73512,-4.414911
1666,Av. Manuel Gorria,3764,36.736595,-4.4170537
1667,Escritor Antonio Ramos - Av. Pascueros,3765,36.73752,-4.4178696
1668,Escritor Antonio Ramos - Colegio,3766,36.73679,-4.41569
1669,Cmno. Colmenar - Los Antonios,3712,36.736423,-4.413061
1670,Cmno. Colmenar - Cuesta Tasara,3713,36.73859,-4.412463
1671,Cmno. de Colmenar - Monte Dorado,3717,36.741837,-4.411948
1672,Cmno. de Colmenar - Peinaillo,3718,36.745163,-4.410835
1673,Cmno. de Colmenar - Peinado Grande,3719,36.746445,-4.407895
1674,Cmno. de Colmenar - Res. Sta. Clara,3720,36.74855,-4.4078155
1675,Cmno. de Colmenar - Peinado Grande,3760,36.746593,-4.408072
1676,Cmno. de Colmenar - Peinaillo,3761,36.745544,-4.4108496
1677,Cmno. de Colmenar - Monte Dorado,3751,36.7417,-4.412207
1678,Cmno. Colmenar - Cuesta Tasara,3752,36.738243,-4.4126716
1679,Cmno. Colmenar - Los Antonios,3753,36.73666,-4.4128137
1680,Escritor Antonio Ramos - Colegio,3755,36.73691,-4.415287
1681,Escritor Antonio Ramos,3756,36.737637,-4.4175305
1682,Av. Manuel Gorría - Rotonda,3757,36.73677,-4.4180355
1683,Av. Manuel Gorría,3758,36.73627,-4.416637
1684,Cmno. de Colmenar - Olletas,3759,36.734695,-4.41601
1686,Plaza  Maestro Artola,3762,36.729424,-4.418155
1687,Tejeros,3763,36.728973,-4.4147162
1705,Carril del Ciprés - Carlos Haya,861,36.722794,-4.4482274
1706,Carril del Ciprés - Los Cipreses,862,36.724194,-4.4482007
1707,Carril del Cipres - Bda. San Martín,863,36.726036,-4.448896
1708,Padre Martín,864,36.72776,-4.449551
1709,Granja Suarez - Padre Martin,886,36.729145,-4.45061
1710,Cmno. de San Alberto - Carlinda,711,36.731056,-4.4496303
1711,Diego de Baena,713,36.732605,-4.4521933
1712,Platero - San Alberto,714,36.733807,-4.4528723
1713,Tambre,715,36.732895,-4.4514904
1714,Cmno. de San Alberto,751,36.731853,-4.450659
1715,Granja Suarez - Padre Martin,887,36.729576,-4.4505444
1716,Padre Martín,882,36.727737,-4.44966
1717,Núñez Vela - Bda. San Martín,883,36.726315,-4.4498754
1718,Núñez Vela - Oscar Wilde,884,36.72562,-4.451383
1719,Núñez Vela - Av. Carlos Haya,885,36.723267,-4.4514685
1733,Paseo de los Curas,3901,36.718887,-4.415654
1736,Pso. Antonio Machado - Ingeniero Garnica,3902,36.70883,-4.428587
1737,Pso. Antonio Machado - Tomas Echeverria,3903,36.702522,-4.4337406
1738,Pacífico - Princesa,3904,36.699783,-4.4366503
1739,Pacífico - Carril de la Chupa,3905,36.69364,-4.4410243
1740,Pacífico - Diputación,3906,36.689972,-4.443157
1741,Pacífico - Molière,3907,36.683834,-4.446811
1742,Pacífico - Sacaba Beach,3951,36.680786,-4.448069
1743,Pacífico - Molière,3952,36.684563,-4.445822
1744,Pacífico - Diputación,3953,36.68869,-4.4434037
1745,Pacífico - Carril de la Chupa,3954,36.693604,-4.4405656
1746,Pacífico - Princesa,3955,36.699646,-4.436222
1747,Pso. Antonio Machado - Tomas Echeverría,3956,36.702442,-4.4333706
1748,Pso. Antonio Machado -  Ingeniero Garnica,3957,36.70866,-4.428282
1750,Plaza de la Marina,3959,36.717033,-4.4201508
1751,Paseo de los Curas,3958,36.718803,-4.415168
1765,Av. Pintor Manuel Barbadillo,6204,36.727043,-4.471866
1766,Av. Diego Fernández de Mendoza,4451,36.7217,-4.4696064
1768,Louis Pasteur - Jimenez Fraud,820,36.716766,-4.475486
1772,Av. Pintor Manuel Barbadillo,6254,36.72704,-4.471618
1785,Av. Explanada de la Estación - Estación FFCC,10012,36.71227,-4.431181
1790,Cmno. Casamerbeja,10015,36.756863,-4.425399
1791,Jardín Botánico La Concepción,6151,36.75996,-4.4260736
1792,Cmno. Casamerbeja,10016,36.75676,-4.4255276
1799,Puerto,10003,36.716484,-4.4204826
1800,Paseo del Parque,10004,36.71947,-4.4156833
1802,Playa Malagueta,10005,36.717552,-4.4104023
1803,Plaza de Toros,10006,36.720894,-4.4104576
1805,Santuario de la Victoria,10008,36.728985,-4.4136906
1807,Paseo del Parque - Plaza de la Marina,10011,36.71866,-4.4194098
1811,Paseo del Parque - Plaza del General Torrijos,1901,36.720123,-4.413127
1815,Alameda Principal - Norte,7501,36.71791,-4.4218793
1817,Estación de Autobuses,1905,36.712475,-4.4337554
1824,Aeropuerto - Llegadas,7502,36.677155,-4.490666
1825,Aeropuerto - Servicios Administrativos,1957,36.673,-4.4873676
1826,Av. Comandante García Morato - Aeroclub,1953,36.671673,-4.4846964
1833,Estación Autobuses,1959,36.71246,-4.4338183
1838,Paseo del Parque ,1172,36.719418,-4.416673
1845,Av. de las Américas - Centro Comercial,1813,36.715237,-4.435171
1846,Ingeniero de la Torre Acosta,922,36.720097,-4.4384904
1847,Doctor Escassi - Las Chapas,925,36.722084,-4.439845
1848,Dr. Escassi - J.M. Freuillier,926,36.723835,-4.439446
1849,Carril Gamarra - La Rosa,906,36.723087,-4.4419394
1850,Magistrado Salvador Barberá,907,36.724052,-4.4435983
1851,Magistrado Salvador Barberá - Centro de Salud,923,36.725864,-4.4442897
1855,Martínez de la Rosa - Séneca,661,36.725826,-4.434847
1856,Calzada de la Trinidad,957,36.72491,-4.431816
1877,Peinado,1305,36.73135,-4.4226766
1881,Velarde,963,36.72629,-4.43109
1885,Albacete - Rotonda de Suarez,964,36.72882,-4.4438615
1886,Jose Iturbi - Ciudad Nueva Málaga,951,36.726013,-4.4438677
1887,Sondalezas - Maestro Pablo Luna,952,36.725254,-4.4424047
1888,Sondalezas,953,36.72424,-4.441764
1889,Dr. Escassi - Dr. Lazárraga,965,36.723484,-4.4396596
1890,Dr. Escassi - Las Chapas,966,36.722164,-4.4399614
1891,Ingeniero de la Torre Acosta,967,36.71982,-4.438706
1892,Av. de las Américas - Puente de las Américas,1805,36.715527,-4.4365506
1893,Av. de las Américas - Centro Comercial,1862,36.714695,-4.4342904
1904,San Vicente Paul,7301,36.724876,-4.396116
1905,Miguel Indurain - Marcos Obregón,7302,36.72469,-4.393041
1906,Miguel Indurain - Sibelius,7303,36.72613,-4.391499
1907,Federico Fellini,7310,36.727303,-4.3887954
1908,José María Amado - Federico Fellini,7311,36.727417,-4.386484
1909,José María Amado - Lingüista Manuel Seco,7312,36.7301,-4.389455
1910,Manuel Seco - Antonio Mata,7305,36.73122,-4.39144
1911,Manuel Seco - Dr. Juan Maldonado,7313,36.731537,-4.39277
1912,Mayoral,7306,36.732594,-4.394263
1915,Limonar - Goethe,7307,36.727936,-4.3983965
1916,Limonar - Ramos Carrion,7308,36.726677,-4.3985558
1919,Cmno. Suárez - Rotonda,628,36.728966,-4.4428377
1920,Alcalde José Luis Estrada,629,36.730206,-4.445362
1921,Miguel Hernández - Alcalde Jose Luis Estrada,609,36.73125,-4.44587
1922,José Carrión de Mula,630,36.73265,-4.445406
1923,Juan Rejano,631,36.732857,-4.4460154
1924,Cmno. de la Corta - VPO,611,36.73444,-4.4468775
1925,Cmno. de la Corta - La Milagrosa,612,36.735615,-4.448932
1926,Cmno. de la Corta - Capitán Eliseo,624,36.73593,-4.450301
1927,Cmno. de la Corta - Plaza,613,36.736324,-4.4510126
1928,Cmno. San Alberto - Tormes,625,36.73605,-4.4528103
1929,Cmno.  San Alberto,626,36.734978,-4.452082
1930,Cmno.  San Alberto - Riotinto,627,36.733704,-4.451245
1935,Cmno. San Alberto - Granja Suárez,754,36.73112,-4.4499264
1945,Cmno. del Pilar - Ctra. Coín,7808,36.661373,-4.5063972
1946,Cmno. de la Sierra - Cmno. del Pilar,7809,36.65924,-4.507064
1947,Cmno. de la Sierra - Aureliano Buendía,7810,36.658394,-4.5080123
1948,Cmno. de la Sierra ,7811,36.65652,-4.509802
1949,Cmno. de la Sierra - Sofía,7812,36.654312,-4.5117226
1950,Hungría,7813,36.653255,-4.512007
1951,Hungría - Guillermo Tell,7814,36.650715,-4.5068564
1952,Cmno. Pilar - Realenga de Maza,7815,36.650146,-4.5047812
1953,Cmno. Pilar - Pozos Blancos,7816,36.64823,-4.504117
1954,Cortijo de Maza,7801,36.646366,-4.503284
1955,Cmno. del Pilar - Pozos Blancos ,7802,36.648045,-4.5039825
1956,Cmno. del Pilar - Realenga de Maza,7803,36.65008,-4.504716
1957,Remedios Varo,7804,36.65711,-4.505444
1958,Mercedes Formica,7805,36.65735,-4.5030966
1959,María Martínez Sierra,7806,36.65845,-4.502296
1960,Madre Asunción Soler,7807,36.660194,-4.49976
1999,Louis Pasteur - Informática,6502,36.715824,-4.476169
2000,Dr. Ortiz Ramos,511,36.7162,-4.490533
2001,Ingenierías,6501,36.716175,-4.4939194
2002,Ciencias de la Salud,6552,36.715317,-4.500041
2003,Ingenierías,6551,36.716034,-4.4939265
2004,Dr. Ortiz Ramos,562,36.71608,-4.490418
2005,Louis Pasteur - Complejo Deportivo,6553,36.716248,-4.4801054
2105,Av. Valle Inclán,4203,36.73651,-4.4336257
2163,Parque Tecnológico,2514,36.731495,-4.5508614
2171,Escuela Agrícola,2576,36.732723,-4.560392
2172,Parque Tecnológico,2555,36.73054,-4.549644
2222,Pierrot - Cortijo Alto,4406,36.711994,-4.462718
2260,Aristófanes,6202,36.721924,-4.482612
2264,Pierrot - Cortijo Alto,4454,36.711994,-4.462718
2280,Av. M. Agustín Heredia,13801,36.716328,-4.420708
2299,Cuartel de la Guardia Civil,13802,36.66193,-4.5051513
2306,Calle Torremolinos - Av. San Javier,13861,36.665848,-4.503862
2307,Teresa Blasco - Mercado,13862,36.66792,-4.5035315
2325,Cmno. Loma San Julián - Centro Comercial,13863,36.669003,-4.4694204
2326,Cmno. Loma de San Julián - Centro Comercial,13864,36.669003,-4.4687557
